npbbID,playerID,yearID,stint,lgID,teamID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,GIDP,PA,TB,AVG,SLG,OBP,OPS,BB_pct,K_pct
21774,103632,1994,1,CL,HANSHIN,6,5,0,0,0,0,0,0,0,0.0,0,1,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.2
21775,103632,1995,1,CL,HANSHIN,1,4,1,2,0,0,0,0,0,0.0,0,1,0.0,4.0,2,0.5,0.5,0.5,1.0,0.0,0.25
21776,103632,1996,1,CL,HANSHIN,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0,,,,,0.0,0.0
21777,103633,1986,1,CL,TAIYO,27,8,0,0,0,0,0,0,0,0.0,0,6,0.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.667
21778,103633,1987,1,CL,TAIYO,51,9,0,2,0,0,0,0,0,0.0,1,6,0.0,10.0,2,0.222,0.222,0.3,0.522,0.1,0.6
21779,103633,1988,1,CL,TAIYO,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21780,103633,1989,1,CL,TAIYO,6,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
21781,103633,1990,1,PL,SEIBU,13,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21782,103633,1991,1,PL,SEIBU,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21783,103634,1986,1,PL,NIPPON-HAM,18,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21784,103634,1987,1,PL,NIPPON-HAM,10,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21785,103634,1988,1,PL,NIPPON-HAM,8,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21786,103634,1989,1,PL,NIPPON-HAM,8,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21787,103634,1991,1,CL,TAIYO,4,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
21788,103634,1992,1,CL,TAIYO,15,3,0,1,0,0,0,0,0,0.0,0,1,0.0,3.0,1,0.333,0.333,0.333,0.667,0.0,0.333
21789,103635,1986,1,PL,NANKAI,15,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21790,103635,1987,1,PL,NANKAI,14,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21791,103635,1989,1,CL,CHUNICHI,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21792,103636,1986,1,PL,LOTTE,65,35,12,8,3,0,1,2,3,3.0,5,5,1.0,41.0,14,0.229,0.4,0.325,0.725,0.122,0.122
21793,103636,1987,1,PL,LOTTE,51,20,11,3,0,0,0,2,1,1.0,4,4,0.0,25.0,3,0.15,0.15,0.292,0.442,0.16,0.16
21794,103636,1988,1,PL,LOTTE,63,61,10,17,2,0,0,6,1,0.0,7,17,0.0,73.0,19,0.279,0.311,0.343,0.654,0.096,0.233
21795,103636,1989,1,PL,LOTTE,86,133,22,30,7,0,0,13,2,3.0,18,29,1.0,161.0,37,0.226,0.278,0.325,0.603,0.112,0.18
21796,103636,1990,1,PL,LOTTE,79,74,8,20,2,0,1,6,1,3.0,14,12,0.0,91.0,25,0.27,0.338,0.386,0.724,0.154,0.132
21797,103636,1991,1,PL,LOTTE,41,26,3,4,2,0,0,0,0,0.0,0,5,1.0,28.0,6,0.154,0.231,0.154,0.385,0.0,0.179
21798,103636,1992,1,PL,LOTTE,49,7,2,1,0,0,0,0,0,0.0,2,4,0.0,10.0,1,0.143,0.143,0.333,0.476,0.2,0.4
21799,103636,1993,1,PL,LOTTE,2,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
21800,103637,1986,1,PL,LOTTE,2,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
21801,103637,1989,1,PL,LOTTE,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21802,103637,1990,1,PL,LOTTE,47,43,6,14,2,0,0,2,1,1.0,6,7,1.0,53.0,16,0.326,0.372,0.408,0.78,0.113,0.132
21803,103637,1991,1,PL,LOTTE,39,45,9,9,3,2,0,4,0,0.0,7,7,0.0,55.0,16,0.2,0.356,0.302,0.657,0.127,0.127
21804,103638,1986,1,PL,NIPPON-HAM,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21805,103638,1987,1,PL,NIPPON-HAM,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21806,103639,1986,1,CL,TAIYO,32,2,0,0,0,0,0,0,0,0.0,0,0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0
21807,103639,1987,1,CL,TAIYO,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21808,103639,1988,1,CL,TAIYO,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21809,103640,1986,1,PL,NANKAI,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21810,103641,1986,1,PL,KINTETSU,70,129,8,23,4,0,4,12,1,1.0,9,46,5.0,150.0,39,0.178,0.302,0.23,0.533,0.06,0.307
21811,103641,1987,1,PL,KINTETSU,116,286,31,62,8,0,6,24,0,3.0,18,79,4.0,324.0,88,0.217,0.308,0.27,0.578,0.056,0.244
21812,103641,1988,1,PL,KINTETSU,117,297,29,67,7,1,8,29,2,2.0,13,63,7.0,327.0,100,0.226,0.337,0.263,0.6,0.04,0.193
21813,103641,1989,1,PL,KINTETSU,113,282,39,74,20,1,6,35,1,2.0,29,73,5.0,339.0,114,0.262,0.404,0.34,0.744,0.086,0.215
21814,103641,1990,1,PL,KINTETSU,87,199,27,47,11,0,4,22,0,1.0,8,49,4.0,228.0,70,0.236,0.352,0.275,0.627,0.035,0.215
21815,103641,1991,1,PL,KINTETSU,71,85,3,11,1,0,0,4,0,1.0,12,24,3.0,107.0,12,0.129,0.141,0.235,0.376,0.112,0.224
21816,103641,1992,1,PL,KINTETSU,54,82,3,17,1,0,0,4,0,0.0,5,22,2.0,93.0,18,0.207,0.22,0.278,0.497,0.054,0.237
21817,103641,1993,1,PL,KINTETSU,33,64,3,14,2,1,1,11,0,0.0,0,15,2.0,69.0,21,0.219,0.328,0.215,0.544,0.0,0.217
21818,103641,1994,1,PL,KINTETSU,15,16,1,3,0,0,0,0,0,0.0,1,4,1.0,18.0,3,0.188,0.188,0.235,0.423,0.056,0.222
21819,103641,1995,1,PL,NIPPON-HAM,72,88,6,18,0,0,0,6,1,0.0,11,13,2.0,103.0,18,0.205,0.205,0.3,0.505,0.107,0.126
21820,103641,1996,1,PL,NIPPON-HAM,72,91,5,17,1,1,0,5,0,0.0,4,17,3.0,99.0,20,0.187,0.22,0.219,0.439,0.04,0.172
21821,103641,1997,1,PL,NIPPON-HAM,81,125,9,27,2,0,1,7,0,0.0,9,20,3.0,143.0,32,0.216,0.256,0.279,0.535,0.063,0.14
21822,103641,1998,1,PL,NIPPON-HAM,9,3,0,0,0,0,0,0,0,0.0,0,0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0
21823,103642,1986,1,CL,YAKULT,34,22,3,4,0,0,0,2,0,0.0,2,9,0.0,30.0,4,0.182,0.182,0.25,0.432,0.067,0.3
21824,103642,1987,1,CL,YAKULT,28,19,1,3,0,0,0,0,0,0.0,1,8,0.0,25.0,3,0.158,0.158,0.2,0.358,0.04,0.32
21825,103642,1988,1,CL,YAKULT,20,16,1,1,0,0,0,0,0,0.0,1,8,0.0,18.0,1,0.062,0.062,0.118,0.18,0.056,0.444
21826,103642,1989,1,CL,YAKULT,22,33,2,5,0,1,0,3,0,0.0,2,7,1.0,39.0,7,0.152,0.212,0.2,0.412,0.051,0.179
21827,103642,1990,1,CL,YAKULT,28,4,0,0,0,0,0,0,0,0.0,0,1,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.25
21828,103643,1986,1,CL,HANSHIN,3,2,0,0,0,0,0,0,0,0.0,0,1,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.5
21829,103643,1987,1,CL,HANSHIN,7,8,1,1,0,0,0,0,0,0.0,0,1,0.0,8.0,1,0.125,0.125,0.125,0.25,0.0,0.125
21830,103643,1988,1,CL,HANSHIN,108,274,35,65,13,6,4,25,3,3.0,12,49,2.0,300.0,102,0.237,0.372,0.291,0.663,0.04,0.163
21831,103643,1989,1,CL,HANSHIN,124,287,41,77,16,5,11,41,9,5.0,16,40,5.0,330.0,136,0.268,0.474,0.342,0.815,0.048,0.121
21832,103643,1990,1,CL,HANSHIN,96,176,27,46,3,2,3,11,6,6.0,21,28,4.0,205.0,62,0.261,0.352,0.358,0.71,0.102,0.137
21833,103643,1991,1,CL,HANSHIN,114,229,32,48,11,1,8,18,6,3.0,19,47,0.0,265.0,85,0.21,0.371,0.3,0.671,0.072,0.177
21834,103643,1992,1,CL,HANSHIN,72,52,12,10,1,0,2,6,0,2.0,9,16,1.0,63.0,17,0.192,0.327,0.333,0.66,0.143,0.254
21835,103643,1993,1,CL,HANSHIN,5,3,0,1,0,0,0,1,0,0.0,0,0,0.0,3.0,1,0.333,0.333,0.333,0.667,0.0,0.0
21836,103644,1986,1,PL,NANKAI,4,1,1,1,0,0,0,0,0,0.0,0,0,0.0,1.0,1,1.0,1.0,1.0,2.0,0.0,0.0
21837,103644,1987,1,PL,NANKAI,46,48,8,9,2,0,0,4,0,1.0,4,14,0.0,56.0,11,0.188,0.229,0.291,0.52,0.071,0.25
21838,103644,1988,1,PL,NANKAI,12,2,0,0,0,0,0,0,0,0.0,0,1,1.0,3.0,0,0.0,0.0,0.333,0.333,0.0,0.333
21839,103644,1989,1,PL,DAIEI,22,8,2,1,0,0,0,0,0,0.0,0,1,0.0,10.0,1,0.125,0.125,0.125,0.25,0.0,0.1
21840,103644,1990,1,PL,DAIEI,10,19,1,3,1,0,0,0,0,0.0,0,4,1.0,19.0,4,0.158,0.211,0.158,0.368,0.0,0.211
21841,103644,1991,1,PL,NIPPON-HAM,49,34,11,9,0,1,1,1,0,0.0,2,6,0.0,39.0,14,0.265,0.412,0.324,0.736,0.051,0.154
21842,103644,1992,1,PL,NIPPON-HAM,20,15,5,3,0,0,0,2,1,1.0,1,3,0.0,18.0,3,0.2,0.2,0.25,0.45,0.056,0.167
21843,103644,1994,1,CL,YAKULT,15,10,2,1,0,0,0,0,0,0.0,0,2,1.0,13.0,1,0.1,0.1,0.182,0.282,0.0,0.154
21844,103645,1986,1,CL,YAKULT,35,31,2,2,1,0,0,1,0,0.0,1,12,1.0,37.0,3,0.065,0.097,0.091,0.188,0.027,0.324
21845,103645,1987,1,CL,YAKULT,31,71,5,6,0,0,0,2,0,0.0,2,24,0.0,78.0,6,0.085,0.085,0.108,0.193,0.026,0.308
21846,103645,1988,1,CL,YAKULT,55,26,3,2,0,0,0,0,0,0.0,1,7,0.0,29.0,2,0.077,0.077,0.111,0.188,0.034,0.241
21847,103645,1989,1,CL,YAKULT,22,33,1,6,0,1,0,1,0,0.0,1,11,1.0,37.0,8,0.182,0.242,0.206,0.448,0.027,0.297
21848,103645,1990,1,CL,YAKULT,3,3,0,1,0,0,0,0,0,0.0,0,0,1.0,3.0,1,0.333,0.333,0.333,0.667,0.0,0.0
21849,103645,1992,1,CL,YAKULT,36,44,2,7,1,0,0,2,0,0.0,2,17,0.0,54.0,8,0.159,0.182,0.196,0.377,0.037,0.315
21850,103645,1993,1,CL,YAKULT,43,61,5,8,5,0,0,5,0,0.0,3,22,1.0,71.0,13,0.131,0.213,0.169,0.382,0.042,0.31
21851,103645,1994,1,CL,YAKULT,33,47,2,7,1,0,1,4,0,0.0,5,17,2.0,59.0,11,0.149,0.234,0.231,0.465,0.085,0.288
21852,103645,1995,1,CL,YAKULT,43,26,1,4,0,0,0,2,0,0.0,1,11,0.0,32.0,4,0.154,0.154,0.185,0.339,0.031,0.344
21853,103645,1996,1,CL,YAKULT,22,20,1,2,1,0,0,1,0,0.0,1,10,1.0,23.0,3,0.1,0.15,0.143,0.293,0.043,0.435
21854,103645,1997,1,CL,YAKULT,10,10,1,1,0,0,0,1,0,0.0,1,4,0.0,13.0,1,0.1,0.1,0.182,0.282,0.077,0.308
21855,103645,1998,1,CL,YAKULT,31,3,0,2,0,0,0,0,0,0.0,0,0,0.0,3.0,2,0.667,0.667,0.667,1.333,0.0,0.0
21856,103646,1986,1,PL,SEIBU,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21857,103647,1986,1,CL,TAIYO,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21858,103647,1987,1,CL,TAIYO,31,38,2,6,0,0,0,4,0,0.0,5,19,0.0,44.0,6,0.158,0.158,0.256,0.414,0.114,0.432
21859,103647,1988,1,CL,TAIYO,46,18,0,2,0,0,0,0,0,0.0,1,7,1.0,19.0,2,0.111,0.111,0.158,0.269,0.053,0.368
21860,103647,1989,1,CL,TAIYO,49,16,1,1,0,0,0,0,0,0.0,1,11,0.0,17.0,1,0.062,0.062,0.118,0.18,0.059,0.647
21861,103647,1990,1,CL,TAIYO,39,4,0,0,0,0,0,0,0,0.0,0,2,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.4
21862,103647,1991,1,CL,TAIYO,29,5,0,2,0,0,0,0,0,0.0,0,3,0.0,5.0,2,0.4,0.4,0.4,0.8,0.0,0.6
21863,103647,1992,1,CL,TAIYO,30,2,0,0,0,0,0,0,0,0.0,0,0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0
21864,103648,1986,1,PL,LOTTE,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21865,103648,1987,1,PL,LOTTE,45,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21866,103648,1988,1,PL,LOTTE,38,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21867,103648,1989,1,PL,LOTTE,33,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21868,103648,1990,1,PL,LOTTE,19,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21869,103648,1991,1,PL,LOTTE,36,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21870,103648,1992,1,PL,LOTTE,35,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21871,103648,1993,1,PL,LOTTE,34,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21872,103648,1994,1,PL,LOTTE,21,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21873,103648,1995,1,PL,LOTTE,28,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21874,103648,1996,1,PL,LOTTE,23,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21875,103648,1997,1,PL,LOTTE,30,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21876,103648,1998,1,PL,LOTTE,39,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21877,103648,1999,1,PL,LOTTE,33,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21878,103649,1986,1,PL,SEIBU,27,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21879,103649,1987,1,PL,SEIBU,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21880,103649,1992,1,PL,SEIBU,11,15,0,1,0,0,0,0,0,0.0,1,4,1.0,16.0,1,0.067,0.067,0.125,0.192,0.062,0.25
21881,103650,1986,1,CL,YAKULT,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21882,103650,1988,1,CL,YAKULT,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21883,103651,1986,1,PL,LOTTE,53,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21884,103651,1987,1,PL,LOTTE,23,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21885,103651,1988,1,PL,LOTTE,32,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21886,103651,1989,1,PL,LOTTE,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21887,103651,1990,1,PL,LOTTE,15,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21888,103652,1986,1,PL,HANKYU,17,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21889,103652,1987,1,PL,HANKYU,25,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21890,103652,1988,1,PL,HANKYU,24,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21891,103652,1989,1,PL,DAIEI,12,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21892,103652,1990,1,PL,DAIEI,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21893,103653,1986,1,PL,NANKAI,28,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21894,103653,1987,1,PL,NANKAI,30,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21895,103653,1988,1,PL,NANKAI,44,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21896,103653,1989,1,PL,DAIEI,28,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21897,103653,1990,1,PL,DAIEI,5,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21898,103653,1991,1,CL,HANSHIN,7,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
21899,103654,1986,1,PL,LOTTE,96,347,55,95,11,2,16,47,5,2.0,19,77,5.0,377.0,158,0.274,0.455,0.316,0.772,0.05,0.204
21900,103654,1987,1,PL,LOTTE,80,221,26,49,8,1,12,34,9,1.0,14,56,7.0,242.0,95,0.222,0.43,0.271,0.701,0.058,0.231
21901,103654,1988,1,PL,LOTTE,116,335,35,79,16,3,8,32,3,2.0,23,76,10.0,363.0,125,0.236,0.373,0.285,0.658,0.063,0.209
21902,103654,1989,1,PL,LOTTE,98,261,28,65,11,5,7,28,2,2.0,24,50,2.0,291.0,107,0.249,0.41,0.315,0.725,0.082,0.172
21903,103654,1990,1,PL,LOTTE,38,77,7,17,3,0,2,7,2,0.0,2,21,0.0,83.0,26,0.221,0.338,0.235,0.572,0.024,0.253
21904,103654,1991,1,PL,LOTTE,85,182,26,47,13,1,7,26,3,2.0,15,41,4.0,205.0,83,0.258,0.456,0.313,0.769,0.073,0.2
21905,103654,1992,1,PL,LOTTE,17,27,0,3,1,0,0,2,0,0.0,4,11,0.0,32.0,4,0.111,0.148,0.226,0.374,0.125,0.344
21906,103654,1993,1,PL,LOTTE,37,67,11,15,3,2,0,4,0,0.0,6,22,2.0,78.0,22,0.224,0.328,0.297,0.626,0.077,0.282
21907,103654,1995,1,PL,LOTTE,2,4,0,0,0,0,0,0,0,0.0,0,0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0
21908,103655,1986,1,CL,CHUNICHI,8,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
21909,103655,1987,1,CL,CHUNICHI,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21910,103655,1988,1,CL,CHUNICHI,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21911,103655,1989,1,CL,CHUNICHI,8,0,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0,,,,,0.0,0.0
21912,103655,1990,1,PL,DAIEI,8,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21913,103655,1991,1,PL,DAIEI,27,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21914,103655,1992,1,PL,DAIEI,11,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21915,103655,1993,1,PL,DAIEI,8,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21916,103655,1994,1,PL,DAIEI,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21917,103655,1995,1,PL,DAIEI,46,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21918,103655,1996,1,PL,DAIEI,9,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21919,103656,1986,1,PL,HANKYU,8,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21920,103656,1987,1,PL,HANKYU,7,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21921,103657,1986,1,PL,KINTETSU,63,127,13,30,3,0,9,15,0,0.0,7,27,2.0,135.0,60,0.236,0.472,0.276,0.749,0.052,0.2
21922,103657,1987,1,PL,KINTETSU,119,450,46,118,21,0,21,54,4,4.0,25,89,11.0,487.0,202,0.262,0.449,0.308,0.757,0.051,0.183
21923,103657,1988,1,PL,KINTETSU,123,378,41,93,11,1,20,54,1,0.0,34,71,13.0,428.0,166,0.246,0.439,0.309,0.748,0.079,0.166
21924,103657,1989,1,PL,KINTETSU,118,412,50,118,15,1,20,57,1,3.0,32,64,6.0,452.0,195,0.286,0.473,0.341,0.815,0.071,0.142
21925,103657,1990,1,PL,KINTETSU,122,422,65,114,21,0,22,71,4,1.0,40,59,11.0,480.0,201,0.27,0.476,0.338,0.815,0.083,0.123
21926,103657,1991,1,PL,KINTETSU,127,431,50,116,20,2,18,63,2,1.0,55,75,10.0,495.0,194,0.269,0.45,0.356,0.806,0.111,0.152
21927,103657,1992,1,PL,KINTETSU,61,167,16,31,6,0,9,26,3,1.0,22,42,5.0,195.0,64,0.186,0.383,0.289,0.672,0.113,0.215
21928,103657,1993,1,PL,KINTETSU,86,276,28,58,9,0,10,37,0,1.0,24,45,8.0,304.0,97,0.21,0.351,0.274,0.625,0.079,0.148
21929,103657,1994,1,PL,KINTETSU,120,430,56,113,21,0,19,73,1,0.0,47,74,12.0,483.0,191,0.263,0.444,0.34,0.784,0.097,0.153
21930,103657,1995,1,PL,KINTETSU,123,423,35,107,12,0,16,50,1,0.0,45,69,11.0,481.0,167,0.253,0.395,0.332,0.727,0.094,0.143
21931,103657,1996,1,PL,KINTETSU,122,426,45,114,21,1,9,50,3,4.0,47,76,11.0,488.0,164,0.268,0.385,0.344,0.729,0.096,0.156
21932,103657,1997,1,PL,KINTETSU,125,436,45,114,18,3,10,53,9,4.0,42,67,10.0,489.0,168,0.261,0.385,0.328,0.713,0.086,0.137
21933,103657,1998,1,PL,KINTETSU,108,278,23,76,16,0,5,36,4,0.0,21,38,8.0,307.0,107,0.273,0.385,0.325,0.709,0.068,0.124
21934,103657,1999,1,PL,KINTETSU,73,101,6,22,2,0,4,16,0,0.0,8,10,7.0,113.0,36,0.218,0.356,0.286,0.642,0.071,0.088
21935,103657,2000,1,PL,KINTETSU,11,20,1,2,0,0,0,2,0,0.0,0,6,1.0,20.0,2,0.1,0.1,0.1,0.2,0.0,0.3
21936,103658,1986,1,CL,HIROSHIMA,5,5,0,0,0,0,0,0,0,0.0,0,0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0
21937,103658,1987,1,CL,HIROSHIMA,9,10,2,4,1,0,0,1,0,0.0,0,2,0.0,10.0,5,0.4,0.5,0.4,0.9,0.0,0.2
21938,103658,1988,1,CL,HIROSHIMA,15,26,1,5,0,0,1,3,0,0.0,3,4,0.0,30.0,8,0.192,0.308,0.267,0.574,0.1,0.133
21939,103658,1989,1,CL,HIROSHIMA,65,123,11,20,5,0,4,10,1,0.0,7,23,2.0,138.0,37,0.163,0.301,0.214,0.515,0.051,0.167
21940,103658,1990,1,CL,HIROSHIMA,74,120,24,24,5,1,5,17,0,0.0,19,27,2.0,145.0,46,0.2,0.383,0.315,0.698,0.131,0.186
21941,103658,1991,1,CL,HIROSHIMA,25,30,5,6,1,0,3,6,0,0.0,2,10,1.0,33.0,16,0.2,0.533,0.25,0.783,0.061,0.303
21942,103658,1992,1,CL,HIROSHIMA,21,15,2,2,0,0,1,1,0,0.0,2,5,0.0,18.0,5,0.133,0.333,0.235,0.569,0.111,0.278
21943,103658,1993,1,CL,HIROSHIMA,61,89,3,12,4,0,0,4,1,0.0,5,20,3.0,98.0,16,0.135,0.18,0.188,0.367,0.051,0.204
21944,103658,1994,1,PL,SEIBU,47,90,11,20,3,1,2,10,1,0.0,11,24,4.0,107.0,31,0.222,0.344,0.301,0.645,0.103,0.224
21945,103658,1995,1,PL,SEIBU,44,51,1,6,0,0,0,3,0,0.0,4,10,0.0,57.0,6,0.118,0.118,0.182,0.299,0.07,0.175
21946,103658,1996,1,PL,SEIBU,12,12,0,3,1,0,0,0,0,0.0,1,2,0.0,14.0,4,0.25,0.333,0.308,0.641,0.071,0.143
21947,103659,1986,1,CL,YOMIURI,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0
21948,103660,1986,1,CL,YAKULT,12,21,1,6,2,0,0,2,0,0.0,0,5,1.0,21.0,8,0.286,0.381,0.286,0.667,0.0,0.238
21949,103660,1987,1,CL,YAKULT,105,372,52,112,22,2,9,38,2,3.0,31,31,4.0,409.0,165,0.301,0.444,0.36,0.803,0.076,0.076
21950,103660,1988,1,CL,YAKULT,70,252,31,67,16,3,6,25,2,5.0,12,18,0.0,269.0,107,0.266,0.425,0.305,0.729,0.045,0.067
21951,103660,1989,1,CL,YAKULT,110,323,36,88,14,3,4,38,7,3.0,36,24,6.0,367.0,120,0.272,0.372,0.34,0.711,0.098,0.065
21952,103660,1990,1,CL,YAKULT,119,412,55,116,21,1,8,38,3,1.0,40,38,1.0,457.0,163,0.282,0.396,0.346,0.741,0.088,0.083
21953,103660,1991,1,CL,YAKULT,65,162,18,36,2,1,4,14,1,4.0,25,15,4.0,197.0,52,0.222,0.321,0.324,0.645,0.127,0.076
21954,103660,1992,1,CL,YAKULT,93,230,32,58,6,2,5,25,4,0.0,37,27,6.0,273.0,83,0.252,0.361,0.356,0.717,0.136,0.099
21955,103660,1993,1,CL,YAKULT,106,357,45,104,15,2,9,35,1,2.0,36,47,6.0,409.0,150,0.291,0.42,0.36,0.78,0.088,0.115
21956,103660,1994,1,CL,YAKULT,105,314,26,84,23,1,2,15,2,1.0,41,41,4.0,369.0,115,0.268,0.366,0.356,0.722,0.111,0.111
21957,103660,1995,1,CL,YAKULT,62,174,16,44,10,2,2,11,4,1.0,22,17,1.0,203.0,64,0.253,0.368,0.335,0.703,0.108,0.084
21958,103660,1996,1,PL,KINTETSU,80,171,21,38,7,0,5,23,8,0.0,17,22,5.0,194.0,60,0.222,0.351,0.293,0.643,0.088,0.113
21959,103660,1997,1,PL,KINTETSU,13,15,1,5,1,0,0,4,0,0.0,1,1,0.0,20.0,6,0.333,0.4,0.316,0.716,0.05,0.05
