npbbID,playerID,yearID,stint,lgID,teamID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,GIDP,PA,TB,AVG,SLG,OBP,OPS,BB_pct,K_pct
21598,103603,1987,1,PL,NANKAI,99,291,30,69,6,3,5,25,14,5.0,19,53,5.0,340.0,96,0.237,0.33,0.286,0.616,0.056,0.156
21599,103603,1988,1,PL,NANKAI,109,401,64,114,16,5,9,48,16,5.0,31,50,6.0,459.0,167,0.284,0.416,0.336,0.752,0.068,0.109
21600,103603,1990,1,PL,DAIEI,130,453,70,120,17,2,5,27,13,1.0,46,48,9.0,518.0,156,0.265,0.344,0.334,0.678,0.089,0.093
21601,103603,1991,1,PL,DAIEI,130,425,55,109,17,7,6,30,30,5.0,40,52,5.0,495.0,158,0.256,0.372,0.321,0.693,0.081,0.105
21602,103603,1992,1,PL,DAIEI,130,367,47,105,11,2,6,40,15,2.0,25,67,3.0,410.0,138,0.286,0.376,0.33,0.706,0.061,0.163
21603,103603,1993,1,PL,DAIEI,117,291,25,59,11,3,1,22,10,2.0,26,47,5.0,329.0,79,0.203,0.271,0.267,0.539,0.079,0.143
21604,103603,1994,1,PL,DAIEI,42,41,10,6,1,1,0,0,0,0.0,3,10,0.0,45.0,9,0.146,0.22,0.205,0.424,0.067,0.222
21605,103603,1995,1,PL,DAIEI,86,196,31,49,4,1,1,9,14,6.0,12,42,1.0,216.0,58,0.25,0.296,0.293,0.589,0.056,0.194
21606,103603,1996,1,PL,DAIEI,86,200,31,54,8,1,2,20,8,3.0,13,47,4.0,220.0,70,0.27,0.35,0.318,0.668,0.059,0.214
21607,103603,1997,1,PL,DAIEI,101,296,41,89,10,2,5,28,2,1.0,18,52,4.0,327.0,118,0.301,0.399,0.346,0.744,0.055,0.159
21608,103603,1998,1,PL,DAIEI,53,99,11,28,4,1,1,6,0,4.0,4,15,2.0,110.0,37,0.283,0.374,0.311,0.684,0.036,0.136
21609,103603,1999,1,PL,DAIEI,20,24,2,3,0,0,0,1,0,0.0,3,4,0.0,29.0,3,0.125,0.125,0.222,0.347,0.103,0.138
21610,103603,2000,1,PL,DAIEI,42,38,6,6,2,0,0,4,3,0.0,4,7,1.0,45.0,8,0.158,0.211,0.238,0.449,0.089,0.156
21611,103604,1985,1,PL,SEIBU,2,4,0,0,0,0,0,0,0,0.0,0,1,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.25
21612,103604,1987,1,PL,SEIBU,78,223,24,50,10,1,7,15,3,2.0,11,37,7.0,241.0,83,0.224,0.372,0.26,0.632,0.046,0.154
21613,103604,1988,1,PL,SEIBU,74,198,25,51,8,2,7,23,1,0.0,6,27,6.0,214.0,84,0.258,0.424,0.279,0.704,0.028,0.126
21614,103604,1989,1,PL,SEIBU,114,424,51,134,20,3,8,68,18,10.0,14,32,8.0,472.0,184,0.316,0.434,0.339,0.773,0.03,0.068
21615,103604,1990,1,PL,SEIBU,113,330,34,79,20,1,6,34,8,7.0,17,30,5.0,371.0,119,0.239,0.361,0.277,0.638,0.046,0.081
21616,103604,1991,1,PL,SEIBU,124,359,42,96,19,0,11,54,3,3.0,34,63,5.0,415.0,148,0.267,0.412,0.329,0.741,0.082,0.152
21617,103604,1992,1,PL,SEIBU,126,401,50,121,32,0,13,63,4,4.0,19,48,10.0,441.0,192,0.302,0.479,0.336,0.815,0.043,0.109
21618,103604,1993,1,PL,SEIBU,104,260,26,64,13,1,6,32,4,1.0,15,36,10.0,291.0,97,0.246,0.373,0.289,0.662,0.052,0.124
21619,103604,1994,1,PL,SEIBU,104,337,44,114,18,1,8,41,6,4.0,16,41,10.0,365.0,158,0.338,0.469,0.37,0.839,0.044,0.112
21620,103604,1995,1,PL,SEIBU,117,348,38,89,14,1,6,40,8,6.0,20,55,16.0,389.0,123,0.256,0.353,0.299,0.652,0.051,0.141
21621,103604,1996,1,PL,SEIBU,83,210,19,46,8,0,7,19,1,1.0,7,34,6.0,229.0,75,0.219,0.357,0.247,0.604,0.031,0.148
21622,103604,1997,1,PL,SEIBU,63,122,9,26,2,0,3,13,3,0.0,6,21,2.0,136.0,37,0.213,0.303,0.252,0.555,0.044,0.154
21623,103604,1998,1,PL,SEIBU,79,168,9,42,4,2,4,30,0,0.0,11,23,7.0,185.0,62,0.25,0.369,0.291,0.66,0.059,0.124
21624,103604,1999,1,PL,SEIBU,41,70,3,13,2,0,1,9,1,0.0,5,18,4.0,77.0,18,0.186,0.257,0.234,0.491,0.065,0.234
21625,103604,2000,1,CL,YOMIURI,7,7,0,1,0,0,0,1,0,0.0,0,3,0.0,7.0,1,0.143,0.143,0.143,0.286,0.0,0.429
21626,103605,1985,1,PL,NIPPON-HAM,9,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21627,103605,1986,1,PL,NIPPON-HAM,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21628,103605,1987,1,PL,NIPPON-HAM,48,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21629,103605,1988,1,PL,NIPPON-HAM,41,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21630,103605,1989,1,PL,NIPPON-HAM,6,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21631,103605,1990,1,PL,NIPPON-HAM,27,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21632,103605,1991,1,PL,NIPPON-HAM,32,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21633,103605,1992,1,PL,NIPPON-HAM,15,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21634,103605,1993,1,PL,NIPPON-HAM,32,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21635,103605,1994,1,PL,NIPPON-HAM,28,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21636,103605,1995,1,CL,YOKOHAMA,9,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
21637,103606,1985,1,CL,HANSHIN,10,4,1,1,0,0,0,0,0,0.0,0,2,0.0,4.0,1,0.25,0.25,0.25,0.5,0.0,0.5
21638,103606,1986,1,CL,HANSHIN,11,4,0,1,0,0,0,0,0,0.0,0,3,0.0,4.0,1,0.25,0.25,0.25,0.5,0.0,0.75
21639,103606,1991,1,CL,HANSHIN,27,68,8,15,3,0,0,6,3,1.0,14,17,1.0,88.0,18,0.221,0.265,0.361,0.626,0.159,0.193
21640,103606,1992,1,CL,HANSHIN,2,2,0,0,0,0,0,0,0,0.0,0,2,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,1.0
21641,103606,1993,1,CL,HANSHIN,59,158,15,39,4,4,0,13,3,2.0,14,32,3.0,180.0,51,0.247,0.323,0.306,0.629,0.078,0.178
21642,103606,1994,1,PL,KINTETSU,9,19,4,3,1,0,0,1,1,0.0,3,4,0.0,23.0,4,0.158,0.211,0.273,0.483,0.13,0.174
21643,103606,1995,1,PL,KINTETSU,16,14,0,0,0,0,0,0,0,0.0,3,1,0.0,17.0,0,0.0,0.0,0.176,0.176,0.176,0.059
21644,103606,1996,1,CL,CHUNICHI,4,1,0,0,0,0,0,0,0,1.0,1,1,0.0,2.0,0,0.0,0.0,0.5,0.5,0.5,0.5
21645,103607,1985,1,CL,YOMIURI,7,11,0,3,0,0,0,0,0,0.0,0,4,0.0,12.0,3,0.273,0.273,0.333,0.606,0.0,0.333
21646,103607,1986,1,CL,YOMIURI,8,6,1,2,0,0,0,0,0,0.0,0,1,0.0,6.0,2,0.333,0.333,0.333,0.667,0.0,0.167
21647,103607,1988,1,CL,YOMIURI,26,15,1,4,0,0,0,0,0,0.0,0,4,1.0,15.0,4,0.267,0.267,0.267,0.533,0.0,0.267
21648,103607,1989,1,CL,YOMIURI,81,205,33,61,10,1,12,38,4,0.0,23,36,8.0,242.0,109,0.298,0.532,0.376,0.907,0.095,0.149
21649,103607,1990,1,CL,YOMIURI,53,85,10,23,5,1,3,12,0,1.0,4,18,2.0,93.0,39,0.271,0.459,0.315,0.774,0.043,0.194
21650,103607,1991,1,CL,YOMIURI,21,23,0,1,0,0,0,0,0,0.0,1,9,2.0,24.0,1,0.043,0.043,0.083,0.127,0.042,0.375
21651,103607,1992,1,CL,YOMIURI,6,9,0,0,0,0,0,0,0,0.0,0,4,0.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.444
21652,103607,1993,1,CL,YOMIURI,10,7,0,3,1,0,0,0,0,0.0,2,0,1.0,9.0,4,0.429,0.571,0.556,1.127,0.222,0.0
21653,103607,1994,1,CL,YOMIURI,11,10,2,1,0,0,1,1,0,1.0,2,6,0.0,13.0,4,0.1,0.4,0.25,0.65,0.154,0.462
21654,103607,1995,1,CL,YOMIURI,28,26,1,7,4,0,0,5,0,0.0,1,6,0.0,31.0,11,0.269,0.423,0.31,0.733,0.032,0.194
21655,103607,1996,1,CL,YOMIURI,28,40,1,7,2,0,0,4,1,0.0,4,12,0.0,45.0,9,0.175,0.225,0.25,0.475,0.089,0.267
21656,103607,1997,1,CL,YOMIURI,10,6,0,0,0,0,0,0,0,0.0,0,3,0.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.429
21657,103608,1985,1,PL,HANKYU,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21658,103608,1988,1,PL,HANKYU,4,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21659,103608,1989,1,PL,ORIX,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21660,103608,1993,1,CL,CHUNICHI,13,1,0,0,0,0,0,0,0,0.0,0,1,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0
21661,103608,1994,1,CL,CHUNICHI,14,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21662,103608,1995,1,CL,CHUNICHI,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21663,103609,1985,1,PL,KINTETSU,23,6,3,0,0,0,0,0,2,1.0,1,1,0.0,7.0,0,0.0,0.0,0.143,0.143,0.143,0.143
21664,103609,1986,1,PL,KINTETSU,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21665,103609,1987,1,PL,KINTETSU,20,9,2,0,0,0,0,0,2,0.0,0,3,1.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.3
21666,103609,1988,1,PL,KINTETSU,41,29,8,5,0,0,0,0,6,4.0,3,5,0.0,34.0,5,0.172,0.172,0.25,0.422,0.088,0.147
21667,103609,1989,1,PL,KINTETSU,49,11,12,2,0,0,0,0,2,0.0,0,4,1.0,11.0,2,0.182,0.182,0.182,0.364,0.0,0.364
21668,103609,1990,1,PL,KINTETSU,56,52,15,12,1,2,0,5,6,2.0,6,11,0.0,62.0,17,0.231,0.327,0.305,0.632,0.097,0.177
21669,103609,1991,1,PL,KINTETSU,95,188,32,48,10,4,4,23,14,7.0,23,48,2.0,231.0,78,0.255,0.415,0.341,0.756,0.1,0.208
21670,103609,1992,1,PL,KINTETSU,109,296,43,76,6,3,3,30,27,6.0,21,58,5.0,334.0,97,0.257,0.328,0.308,0.636,0.063,0.174
21671,103609,1993,1,PL,KINTETSU,118,317,37,71,10,3,1,21,18,10.0,32,69,5.0,367.0,90,0.224,0.284,0.293,0.577,0.087,0.188
21672,103609,1994,1,PL,KINTETSU,84,143,34,47,11,0,2,19,13,4.0,13,35,0.0,168.0,64,0.329,0.448,0.389,0.836,0.077,0.208
21673,103609,1995,1,PL,KINTETSU,51,81,13,17,3,0,3,7,6,1.0,7,22,2.0,91.0,29,0.21,0.358,0.273,0.631,0.077,0.242
21674,103609,1996,1,PL,KINTETSU,107,259,31,62,7,0,2,19,9,5.0,24,50,3.0,297.0,75,0.239,0.29,0.31,0.6,0.081,0.168
21675,103609,1997,1,PL,KINTETSU,11,5,1,0,0,0,0,0,3,1.0,0,3,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.5
21676,103609,1998,1,PL,KINTETSU,85,171,27,41,6,1,1,11,2,2.0,17,32,6.0,207.0,52,0.24,0.304,0.314,0.618,0.082,0.155
21677,103609,1999,1,PL,KINTETSU,90,238,26,56,12,1,0,17,12,0.0,25,52,2.0,276.0,70,0.235,0.294,0.307,0.601,0.091,0.188
21678,103609,2000,1,CL,HANSHIN,65,149,17,36,3,1,2,13,3,2.0,16,23,7.0,173.0,47,0.242,0.315,0.313,0.629,0.092,0.133
21679,103610,1985,1,PL,SEIBU,5,4,0,1,0,0,0,0,0,0.0,0,1,0.0,4.0,1,0.25,0.25,0.25,0.5,0.0,0.25
21680,103610,1987,1,PL,SEIBU,56,71,4,17,1,0,3,17,0,0.0,2,18,1.0,78.0,27,0.239,0.38,0.282,0.662,0.026,0.231
21681,103610,1988,1,PL,SEIBU,13,10,1,1,0,0,0,1,0,0.0,2,5,0.0,13.0,1,0.1,0.1,0.25,0.35,0.154,0.385
21682,103610,1989,1,PL,SEIBU,11,13,1,1,0,0,1,1,0,0.0,1,5,0.0,14.0,4,0.077,0.308,0.143,0.451,0.071,0.357
21683,103610,1990,1,PL,SEIBU,13,16,2,3,0,0,2,2,0,0.0,2,5,1.0,18.0,9,0.188,0.562,0.278,0.84,0.111,0.278
21684,103610,1991,1,PL,SEIBU,5,8,0,0,0,0,0,0,0,0.0,0,1,1.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.125
21685,103610,1992,1,CL,YOMIURI,84,260,37,72,14,0,15,43,0,0.0,20,48,7.0,285.0,131,0.277,0.504,0.337,0.841,0.07,0.168
21686,103610,1993,1,CL,YOMIURI,40,110,14,24,2,0,10,16,1,0.0,9,29,3.0,121.0,56,0.218,0.509,0.289,0.798,0.074,0.24
21687,103610,1994,1,CL,YOMIURI,62,119,14,35,2,0,9,18,0,0.0,9,27,2.0,130.0,64,0.294,0.538,0.346,0.884,0.069,0.208
21688,103610,1995,1,CL,YOMIURI,14,24,2,4,1,0,1,2,0,0.0,0,8,0.0,25.0,8,0.167,0.333,0.2,0.533,0.0,0.32
21689,103611,1986,1,CL,YOMIURI,37,5,0,0,0,0,0,0,0,0.0,0,4,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.8
21690,103611,1987,1,CL,YOMIURI,40,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21691,103612,1986,1,PL,NANKAI,83,186,12,43,10,0,8,26,0,1.0,14,44,3.0,202.0,77,0.231,0.414,0.292,0.706,0.069,0.218
21692,103613,1986,1,PL,NIPPON-HAM,128,483,61,138,16,1,25,78,0,2.0,44,92,16.0,539.0,231,0.286,0.478,0.355,0.833,0.082,0.171
21693,103613,1987,1,PL,NIPPON-HAM,115,382,39,92,16,0,12,43,0,1.0,31,59,17.0,420.0,144,0.241,0.377,0.302,0.679,0.074,0.14
21694,103614,1986,1,CL,CHUNICHI,129,486,58,122,12,2,36,82,2,5.0,30,105,7.0,525.0,246,0.251,0.506,0.301,0.807,0.057,0.2
21695,103614,1987,1,CL,CHUNICHI,87,331,60,105,11,4,24,54,2,1.0,22,51,7.0,359.0,196,0.317,0.592,0.36,0.952,0.061,0.142
21696,103614,1988,1,CL,CHUNICHI,101,358,56,105,25,3,16,53,2,2.0,34,51,7.0,404.0,184,0.293,0.514,0.359,0.873,0.084,0.126
21697,103615,1986,1,PL,NANKAI,130,487,65,139,20,0,25,74,6,3.0,46,103,13.0,534.0,234,0.285,0.48,0.346,0.827,0.086,0.193
21698,103615,1987,1,PL,NANKAI,124,391,42,98,12,1,17,68,1,4.0,44,91,17.0,446.0,163,0.251,0.417,0.332,0.749,0.099,0.204
21699,103616,1986,1,CL,YAKULT,129,480,59,124,30,1,21,64,4,3.0,27,104,12.0,515.0,219,0.258,0.456,0.305,0.762,0.052,0.202
21700,103616,1987,1,CL,YAKULT,11,29,4,11,3,0,2,5,1,1.0,3,4,0.0,32.0,20,0.379,0.69,0.438,1.127,0.094,0.125
21701,103617,1986,1,PL,SEIBU,121,434,52,115,21,1,18,67,0,0.0,32,88,13.0,474.0,192,0.265,0.442,0.314,0.757,0.068,0.186
21702,103617,1987,1,PL,SEIBU,101,320,38,78,15,1,14,46,0,3.0,41,53,2.0,364.0,137,0.244,0.428,0.332,0.761,0.113,0.146
21703,103618,1986,1,PL,LOTTE,6,3,1,1,1,0,0,0,0,0.0,1,0,0.0,4.0,2,0.333,0.667,0.5,1.167,0.25,0.0
21704,103619,1986,1,PL,NIPPON-HAM,130,511,78,164,28,2,20,68,1,2.0,46,71,13.0,565.0,256,0.321,0.501,0.381,0.882,0.081,0.126
21705,103619,1987,1,PL,NIPPON-HAM,129,478,85,145,24,1,35,98,2,3.0,71,74,9.0,555.0,276,0.303,0.577,0.391,0.968,0.128,0.133
21706,103619,1989,1,PL,NIPPON-HAM,130,477,70,146,23,1,27,73,8,6.0,71,79,17.0,555.0,252,0.306,0.528,0.395,0.923,0.128,0.142
21707,103619,1990,1,PL,NIPPON-HAM,109,407,65,120,16,2,17,63,4,2.0,51,51,15.0,469.0,191,0.295,0.469,0.382,0.851,0.109,0.109
21708,103620,1986,1,CL,TAIYO,126,470,53,137,26,4,14,75,14,10.0,30,54,8.0,506.0,213,0.291,0.453,0.337,0.79,0.059,0.107
21709,103621,1986,1,PL,HANKYU,42,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21710,103621,1987,1,PL,HANKYU,22,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21711,103622,1986,1,CL,TAIYO,128,469,79,151,29,4,27,105,18,12.0,45,64,9.0,526.0,269,0.322,0.574,0.382,0.956,0.086,0.122
21712,103622,1987,1,CL,TAIYO,130,492,75,159,31,4,35,98,9,2.0,46,73,5.0,550.0,303,0.323,0.616,0.387,1.003,0.084,0.133
21713,103622,1988,1,CL,TAIYO,130,497,79,145,25,6,33,102,5,5.0,49,69,12.0,557.0,281,0.292,0.565,0.357,0.923,0.088,0.124
21714,103622,1989,1,CL,TAIYO,130,512,69,135,33,7,24,81,12,6.0,33,91,11.0,562.0,254,0.264,0.496,0.313,0.809,0.059,0.162
21715,103622,1990,1,CL,TAIYO,15,57,3,11,3,2,0,3,0,1.0,2,12,0.0,60.0,18,0.193,0.316,0.233,0.549,0.033,0.2
21716,103623,1986,1,PL,LOTTE,17,11,0,2,1,0,0,1,0,0.0,1,4,0.0,13.0,3,0.182,0.273,0.231,0.503,0.077,0.308
21717,103624,1986,1,PL,KINTETSU,67,226,32,61,8,0,10,39,2,1.0,19,60,2.0,248.0,99,0.27,0.438,0.335,0.773,0.077,0.242
21718,103625,1986,1,PL,NIPPON-HAM,21,10,3,2,0,0,0,0,0,2.0,1,4,0.0,11.0,2,0.2,0.2,0.273,0.473,0.091,0.364
21719,103625,1988,1,PL,NIPPON-HAM,6,7,0,1,0,0,0,0,0,0.0,0,4,0.0,8.0,1,0.143,0.143,0.25,0.393,0.0,0.5
21720,103625,1990,1,PL,NIPPON-HAM,9,5,3,1,0,0,0,0,2,0.0,1,1,0.0,6.0,1,0.2,0.2,0.333,0.533,0.167,0.167
21721,103626,1986,1,PL,NIPPON-HAM,40,62,10,8,2,0,2,4,2,1.0,2,9,3.0,68.0,16,0.129,0.258,0.156,0.414,0.029,0.132
21722,103626,1987,1,PL,NIPPON-HAM,44,30,11,6,2,0,0,3,3,0.0,2,4,1.0,35.0,8,0.2,0.267,0.273,0.539,0.057,0.114
21723,103626,1988,1,PL,NIPPON-HAM,32,37,8,8,0,0,1,2,0,1.0,7,3,0.0,46.0,11,0.216,0.297,0.341,0.638,0.152,0.065
21724,103626,1989,1,PL,NIPPON-HAM,70,16,14,5,2,1,0,1,6,5.0,1,5,0.0,17.0,9,0.312,0.562,0.353,0.915,0.059,0.294
21725,103626,1990,1,PL,NIPPON-HAM,72,123,18,29,7,2,1,11,8,0.0,9,21,2.0,142.0,43,0.236,0.35,0.293,0.643,0.063,0.148
21726,103626,1991,1,PL,NIPPON-HAM,94,76,8,15,1,1,0,5,5,2.0,4,18,1.0,92.0,18,0.197,0.237,0.244,0.481,0.043,0.196
21727,103626,1992,1,PL,NIPPON-HAM,96,146,18,38,6,1,1,14,7,0.0,8,19,3.0,171.0,49,0.26,0.336,0.303,0.639,0.047,0.111
21728,103626,1993,1,PL,NIPPON-HAM,116,412,52,115,17,0,0,29,21,7.0,40,63,7.0,470.0,132,0.279,0.32,0.344,0.665,0.085,0.134
21729,103626,1994,1,PL,NIPPON-HAM,124,467,52,131,12,3,2,29,20,12.0,63,66,5.0,549.0,155,0.281,0.332,0.371,0.702,0.115,0.12
21730,103626,1995,1,PL,NIPPON-HAM,113,442,50,118,11,1,2,35,4,4.0,49,59,10.0,506.0,137,0.267,0.31,0.341,0.651,0.097,0.117
21731,103626,1996,1,PL,NIPPON-HAM,119,390,40,100,21,3,3,34,8,2.0,32,47,7.0,446.0,136,0.256,0.349,0.314,0.663,0.072,0.105
21732,103626,1997,1,PL,NIPPON-HAM,46,67,4,19,4,0,0,6,0,0.0,3,6,4.0,72.0,23,0.284,0.343,0.306,0.649,0.042,0.083
21733,103627,1986,1,CL,TAIYO,18,19,1,4,1,0,0,1,0,0.0,1,1,2.0,20.0,5,0.211,0.263,0.25,0.513,0.05,0.05
21734,103627,1987,1,CL,TAIYO,18,12,1,1,0,0,0,0,0,0.0,1,4,1.0,14.0,1,0.083,0.083,0.214,0.298,0.071,0.286
21735,103627,1988,1,CL,TAIYO,17,20,2,2,0,0,0,0,0,0.0,0,1,1.0,21.0,2,0.1,0.1,0.1,0.2,0.0,0.048
21736,103627,1989,1,CL,TAIYO,6,7,1,2,1,0,0,2,0,0.0,0,0,0.0,7.0,3,0.286,0.429,0.286,0.714,0.0,0.0
21737,103627,1990,1,PL,NIPPON-HAM,4,8,1,1,0,0,0,1,0,0.0,0,1,0.0,9.0,1,0.125,0.125,0.111,0.236,0.0,0.111
21738,103627,1991,1,PL,NIPPON-HAM,11,8,2,4,0,0,0,1,0,0.0,0,1,0.0,8.0,4,0.5,0.5,0.5,1.0,0.0,0.125
21739,103627,1992,1,PL,NIPPON-HAM,6,13,0,2,0,0,0,0,0,0.0,0,2,1.0,13.0,2,0.154,0.154,0.154,0.308,0.0,0.154
21740,103627,1993,1,PL,NIPPON-HAM,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21741,103627,1994,1,PL,NIPPON-HAM,7,8,0,0,0,0,0,0,0,0.0,0,3,0.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.375
21742,103628,1986,1,CL,YOMIURI,15,15,1,6,1,0,0,1,0,0.0,0,3,1.0,15.0,7,0.4,0.467,0.4,0.867,0.0,0.2
21743,103628,1987,1,CL,YOMIURI,22,20,2,6,3,0,0,6,0,0.0,1,7,1.0,21.0,9,0.3,0.45,0.333,0.783,0.048,0.333
21744,103628,1988,1,CL,YOMIURI,7,7,0,1,0,0,0,0,0,0.0,0,1,0.0,7.0,1,0.143,0.143,0.143,0.286,0.0,0.143
21745,103629,1986,1,PL,LOTTE,1,4,0,1,0,0,0,0,0,0.0,0,0,0.0,4.0,1,0.25,0.25,0.25,0.5,0.0,0.0
21746,103630,1986,1,CL,CHUNICHI,34,47,2,11,0,0,1,1,0,0.0,5,5,0.0,53.0,14,0.234,0.298,0.308,0.606,0.094,0.094
21747,103630,1987,1,PL,HANKYU,75,147,13,40,8,1,1,11,0,2.0,5,22,1.0,163.0,53,0.272,0.361,0.299,0.659,0.031,0.135
21748,103630,1988,1,PL,HANKYU,39,62,2,9,2,0,0,1,1,1.0,2,11,2.0,66.0,11,0.145,0.177,0.172,0.349,0.03,0.167
21749,103630,1989,1,PL,DAIEI,87,228,16,59,9,1,3,25,1,1.0,22,30,7.0,266.0,79,0.259,0.346,0.324,0.671,0.083,0.113
21750,103630,1990,1,PL,DAIEI,94,224,24,56,9,2,2,16,0,2.0,20,28,5.0,260.0,75,0.25,0.335,0.314,0.649,0.077,0.108
21751,103630,1991,1,PL,DAIEI,51,117,14,22,4,0,4,13,1,1.0,10,19,1.0,130.0,38,0.188,0.325,0.258,0.583,0.077,0.146
21752,103630,1993,1,PL,DAIEI,11,13,0,0,0,0,0,1,0,0.0,0,0,0.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0
21753,103631,1986,1,CL,HIROSHIMA,31,40,4,12,4,0,0,6,0,0.0,1,10,1.0,43.0,16,0.3,0.4,0.317,0.717,0.023,0.233
21754,103631,1987,1,CL,HIROSHIMA,22,34,3,4,0,0,0,2,0,0.0,2,14,0.0,38.0,4,0.118,0.118,0.167,0.284,0.053,0.368
21755,103631,1988,1,CL,HIROSHIMA,26,40,2,6,1,0,1,3,0,0.0,1,16,0.0,43.0,10,0.15,0.25,0.171,0.421,0.023,0.372
21756,103631,1989,1,CL,HIROSHIMA,33,50,2,6,1,0,0,3,0,0.0,2,21,0.0,58.0,7,0.12,0.14,0.17,0.31,0.034,0.362
21757,103631,1990,1,CL,HIROSHIMA,34,56,1,10,3,0,0,2,0,0.0,3,18,1.0,65.0,13,0.179,0.232,0.22,0.452,0.046,0.277
21758,103631,1991,1,CL,HIROSHIMA,28,34,2,4,2,0,0,2,0,0.0,0,19,0.0,38.0,6,0.118,0.176,0.118,0.294,0.0,0.5
21759,103631,1992,1,CL,HIROSHIMA,35,33,1,3,0,0,0,0,0,0.0,2,18,0.0,46.0,3,0.091,0.091,0.143,0.234,0.043,0.391
21760,103631,1993,1,CL,HIROSHIMA,29,32,1,3,1,0,0,3,0,0.0,0,14,0.0,36.0,4,0.094,0.125,0.091,0.216,0.0,0.389
21761,103631,1994,1,CL,HIROSHIMA,17,12,0,3,0,0,0,2,0,0.0,0,3,1.0,12.0,3,0.25,0.25,0.25,0.5,0.0,0.25
21762,103631,1995,1,PL,NIPPON-HAM,44,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21763,103631,1996,1,PL,NIPPON-HAM,26,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21764,103631,1997,1,PL,NIPPON-HAM,56,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21765,103631,1998,1,PL,DAIEI,33,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21766,103631,1999,1,PL,DAIEI,9,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21767,103631,2000,1,PL,DAIEI,38,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21768,103631,2001,1,PL,DAIEI,26,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21769,103632,1986,1,CL,HANSHIN,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,,,,,,
21770,103632,1988,1,CL,HANSHIN,9,9,1,2,0,0,0,1,0,0.0,0,2,0.0,9.0,2,0.222,0.222,0.222,0.444,0.0,0.222
21771,103632,1989,1,CL,HANSHIN,58,80,12,12,2,0,0,0,4,0.0,11,15,1.0,96.0,14,0.15,0.175,0.269,0.444,0.115,0.156
21772,103632,1990,1,CL,HANSHIN,42,26,6,4,1,0,0,0,0,0.0,2,6,0.0,31.0,5,0.154,0.192,0.214,0.407,0.065,0.194
21773,103632,1991,1,CL,HANSHIN,12,2,1,1,0,0,0,0,0,0.0,0,0,0.0,2.0,1,0.5,0.5,0.5,1.0,0.0,0.0
